Offers Nursing Care Services,Offers Physical Therapy Services,Offers Occupational Therapy Services,Offers Speech Pathology Services,Offers Medical Social Services,Offers Home Health Aide Services,Quality of patient care star rating,How often the home health team began their patients' care in a timely manner,How often the home health team determined whether patients received a flu shot for the current flu season,How often patients got better at walking or moving around,How often patients got better at getting in and out of bed,How often patients got better at bathing,How often patients' breathing improved,How often patients got better at taking their drugs correctly by mouth,How often home health patients had to be admitted to the hospital,"How often patients receiving home health care needed urgent, unplanned care in the ER without being admitted",Changes in skin integrity post-acute care: pressure ulcer/injury,How often physician-recommended actions to address medication issues were completely timely,Percent of Residents Experiencing One or More Falls with Major Injury,Application of Percent of Long Term Care Hospital Patients with an Admission and Discharge Functional Assessment and a Care Plan that Addresses Function,DTC Numerator,DTC Denominator,DTC Observed Rate,DTC Risk-Standardized Rate,DTC Risk-Standardized Rate (Lower Limit),DTC Risk-Standardized Rate (Upper Limit),DTC Performance Categorization,PPR Numerator,PPR Denominator,PPR Observed Rate,PPR Risk-Standardized Rate,PPR Risk-Standardized Rate (Lower Limit),PPR Risk-Standardized Rate (Upper Limit),PPR Performance Categorization,PPH Numerator,PPH Denominator,PPH Observed Rate,PPH Risk-Standardized Rate,PPH Risk-Standardized Rate (Lower Limit),PPH Risk-Standardized Rate (Upper Limit),PPH Performance Categorization,"How much Medicare spends on an episode of care at this agency, compared to Medicare spending across all agencies nationally","No. of episodes to calc how much Medicare spends per episode of care at agency, compared to spending at all agencies (national)"
1,1,1,1,1,1,4.0,100.0,71.0,82.0,68.0,100.0,100.0,71.0,5.0,5.0,0.0,100.0,0.0,100.0,32.0,33.0,97.0,91.0,82.0,96.0,1.0,14.0,1.0,4.0,4.0,3.0,5.0,0.0,35.0,18.0,10.0,10.0,7.0,15.0,0.0,1.0,92.0
1,1,1,1,0,0,4.0,81.0,74.0,96.0,88.0,89.0,94.0,83.0,13.0,4.0,0.0,92.0,2.0,95.0,35.0,51.0,69.0,72.0,58.0,82.0,0.0,14.0,4.0,4.0,4.0,3.0,5.0,0.0,4.0,37.0,11.0,11.0,6.0,19.0,0.0,1.0,105.0
1,1,1,1,1,1,4.0,99.0,94.0,100.0,81.0,90.0,88.0,89.0,15.0,5.0,0.0,96.0,0.0,100.0,66.0,80.0,82.0,82.0,73.0,88.0,0.0,14.0,4.0,4.0,4.0,3.0,5.0,0.0,4.0,60.0,7.0,10.0,6.0,17.0,0.0,1.0,340.0
1,1,1,1,1,1,4.0,100.0,71.0,62.0,76.0,74.0,100.0,84.0,14.0,12.0,0.0,97.0,0.0,100.0,33.0,57.0,58.0,60.0,47.0,70.0,-1.0,14.0,13.0,4.0,4.0,3.0,5.0,0.0,3.0,35.0,9.0,11.0,6.0,18.0,0.0,1.0,78.0
1,1,1,1,1,1,2.0,100.0,95.0,72.0,56.0,67.0,90.0,21.0,14.0,10.0,0.0,98.0,2.0,100.0,256.0,323.0,79.0,79.0,74.0,83.0,0.0,14.0,14.0,4.0,4.0,3.0,5.0,0.0,16.0,219.0,7.0,10.0,7.0,15.0,0.0,1.0,647.0
1,1,1,1,1,1,4.0,100.0,52.0,39.0,63.0,94.0,92.0,78.0,8.0,6.0,0.0,93.0,1.0,100.0,157.0,165.0,95.0,92.0,88.0,94.0,1.0,14.0,10.0,4.0,4.0,3.0,5.0,0.0,3.0,92.0,3.0,8.0,5.0,14.0,0.0,1.0,377.0
1,1,1,1,1,1,3.0,94.0,71.0,79.0,80.0,82.0,80.0,76.0,14.0,12.0,0.0,92.0,1.0,98.0,11.0,21.0,52.0,58.0,39.0,75.0,-1.0,14.0,2.0,4.0,4.0,3.0,5.0,0.0,35.0,12.0,10.0,10.0,7.0,15.0,0.0,1.0,245.0
1,1,1,1,1,1,4.0,100.0,100.0,30.0,47.0,92.0,100.0,96.0,11.0,7.0,0.0,100.0,0.0,100.0,152.0,159.0,96.0,90.0,86.0,92.0,1.0,14.0,6.0,4.0,4.0,3.0,5.0,0.0,1.0,76.0,1.0,8.0,4.0,14.0,0.0,1.0,389.0
1,1,1,1,1,0,4.0,98.0,88.0,88.0,88.0,92.0,94.0,89.0,11.0,14.0,0.0,99.0,0.0,99.0,238.0,226.0,75.0,83.0,80.0,85.0,1.0,23.0,629.0,4.0,4.0,3.0,5.0,0.0,90.0,688.0,13.0,12.0,10.0,14.0,0.0,1.0,318.0
1,1,1,1,1,1,5.0,95.0,66.0,100.0,100.0,100.0,100.0,100.0,10.0,8.0,0.0,99.0,0.0,100.0,197.0,253.0,78.0,75.0,70.0,79.0,0.0,14.0,9.0,4.0,4.0,3.0,5.0,0.0,3.0,134.0,2.0,7.0,4.0,12.0,0.0,1.0,640.0
1,1,1,1,1,1,2.0,99.0,10.0,70.0,63.0,71.0,74.0,65.0,12.0,7.0,0.0,99.0,1.0,100.0,133.0,153.0,87.0,94.0,88.0,100.0,1.0,14.0,11.0,4.0,4.0,3.0,5.0,0.0,11.0,109.0,10.0,10.0,6.0,15.0,0.0,1.0,393.0
1,1,1,1,1,1,4.0,100.0,100.0,86.0,48.0,83.0,57.0,96.0,11.0,6.0,0.0,100.0,1.0,98.0,183.0,195.0,94.0,93.0,89.0,96.0,1.0,14.0,2.0,4.0,4.0,3.0,5.0,0.0,5.0,144.0,3.0,8.0,5.0,13.0,0.0,1.0,613.0
1,1,1,1,1,1,4.0,100.0,26.0,55.0,82.0,94.0,94.0,83.0,7.0,5.0,0.0,94.0,0.0,91.0,50.0,55.0,91.0,86.0,77.0,91.0,1.0,14.0,2.0,4.0,4.0,3.0,5.0,0.0,1.0,28.0,4.0,9.0,5.0,16.0,0.0,1.0,112.0
1,1,1,1,1,1,4.0,94.0,8.0,59.0,99.0,88.0,78.0,90.0,6.0,0.0,0.0,100.0,1.0,100.0,114.0,122.0,93.0,96.0,89.0,100.0,1.0,14.0,4.0,4.0,4.0,3.0,5.0,0.0,3.0,72.0,4.0,8.0,5.0,13.0,0.0,1.0,298.0
1,1,1,1,1,1,3.0,94.0,71.0,79.0,80.0,82.0,80.0,76.0,14.0,12.0,0.0,92.0,1.0,98.0,19.0,23.0,83.0,82.0,66.0,91.0,0.0,14.0,2.0,4.0,4.0,3.0,5.0,0.0,35.0,8.0,10.0,10.0,7.0,15.0,0.0,1.0,108.0
1,1,1,1,1,1,3.0,94.0,71.0,79.0,80.0,82.0,80.0,76.0,14.0,12.0,0.0,92.0,1.0,98.0,52.0,82.0,63.0,64.0,54.0,72.0,-1.0,14.0,5.0,4.0,4.0,3.0,5.0,0.0,35.0,7.0,10.0,10.0,7.0,15.0,0.0,1.0,174.0
1,1,1,1,1,1,4.0,100.0,29.0,84.0,86.0,78.0,80.0,84.0,14.0,12.0,0.0,82.0,0.0,100.0,22.0,40.0,55.0,60.0,46.0,73.0,-1.0,14.0,6.0,4.0,4.0,3.0,5.0,0.0,2.0,25.0,8.0,10.0,5.0,18.0,0.0,1.0,102.0
1,1,1,1,1,1,4.0,98.0,94.0,98.0,76.0,100.0,100.0,100.0,7.0,3.0,0.0,98.0,0.0,100.0,86.0,90.0,96.0,94.0,87.0,97.0,1.0,14.0,2.0,4.0,4.0,3.0,5.0,0.0,1.0,56.0,2.0,8.0,4.0,13.0,0.0,1.0,220.0
1,1,1,1,1,1,3.0,99.0,55.0,82.0,66.0,94.0,81.0,71.0,10.0,8.0,0.0,97.0,0.0,100.0,211.0,216.0,98.0,91.0,88.0,93.0,1.0,14.0,1.0,4.0,4.0,3.0,5.0,0.0,2.0,140.0,1.0,7.0,4.0,12.0,0.0,1.0,469.0
1,1,1,1,1,1,4.0,83.0,71.0,98.0,100.0,100.0,80.0,100.0,16.0,10.0,0.0,100.0,0.0,100.0,106.0,116.0,91.0,90.0,85.0,94.0,1.0,14.0,8.0,4.0,4.0,3.0,5.0,0.0,0.0,20.0,0.0,9.0,5.0,16.0,0.0,1.0,254.0
1,1,1,1,1,1,3.0,100.0,80.0,63.0,80.0,76.0,80.0,76.0,14.0,12.0,0.0,94.0,0.0,100.0,12.0,31.0,39.0,46.0,31.0,61.0,-1.0,14.0,1.0,4.0,4.0,3.0,5.0,0.0,1.0,20.0,5.0,9.0,5.0,16.0,0.0,1.0,210.0
1,1,1,1,1,1,2.0,83.0,83.0,79.0,80.0,82.0,83.0,81.0,14.0,12.0,0.0,96.0,0.0,100.0,22.0,29.0,76.0,80.0,64.0,92.0,0.0,14.0,7.0,4.0,4.0,3.0,5.0,0.0,35.0,12.0,10.0,10.0,7.0,15.0,0.0,1.0,25.0
1,1,1,1,1,1,4.0,98.0,79.0,84.0,90.0,82.0,93.0,83.0,14.0,12.0,0.0,96.0,1.0,100.0,238.0,17.0,72.0,77.0,70.0,82.0,0.0,14.0,6.0,4.0,4.0,3.0,5.0,0.0,35.0,6.0,10.0,10.0,7.0,15.0,0.0,1.0,32.0
1,1,1,1,1,1,4.0,100.0,78.0,89.0,90.0,91.0,93.0,85.0,15.0,10.0,0.0,98.0,1.0,100.0,238.0,226.0,74.0,84.0,82.0,86.0,1.0,52.0,145.0,4.0,4.0,3.0,5.0,0.0,90.0,722.0,12.0,9.0,8.0,11.0,0.0,1.0,318.0
1,1,1,1,1,1,2.0,76.0,73.0,76.0,83.0,79.0,86.0,77.0,14.0,12.0,0.0,76.0,0.0,99.0,457.0,545.0,84.0,90.0,87.0,93.0,1.0,15.0,335.0,4.0,4.0,3.0,5.0,0.0,24.0,252.0,10.0,9.0,7.0,13.0,0.0,1.0,595.0
1,1,1,1,1,1,4.0,97.0,97.0,93.0,89.0,96.0,91.0,77.0,11.0,6.0,0.0,98.0,0.0,100.0,748.0,862.0,87.0,93.0,91.0,96.0,1.0,10.0,256.0,4.0,4.0,3.0,5.0,0.0,22.0,430.0,5.0,7.0,5.0,9.0,1.0,1.0,318.0
1,1,1,1,1,1,3.0,98.0,65.0,88.0,82.0,93.0,80.0,73.0,20.0,4.0,0.0,97.0,0.0,100.0,55.0,115.0,48.0,51.0,43.0,60.0,-1.0,14.0,10.0,4.0,4.0,3.0,5.0,0.0,12.0,52.0,23.0,16.0,11.0,24.0,-1.0,1.0,322.0
1,1,1,1,1,1,4.0,95.0,54.0,88.0,88.0,93.0,92.0,83.0,15.0,18.0,0.0,99.0,0.0,97.0,238.0,226.0,81.0,88.0,86.0,90.0,1.0,43.0,145.0,4.0,4.0,3.0,5.0,0.0,64.0,637.0,10.0,9.0,8.0,11.0,0.0,1.0,318.0
1,1,1,1,1,1,3.0,98.0,76.0,78.0,84.0,84.0,86.0,75.0,11.0,20.0,0.0,99.0,1.0,100.0,484.0,610.0,79.0,91.0,87.0,94.0,1.0,17.0,404.0,4.0,4.0,3.0,5.0,0.0,25.0,283.0,9.0,8.0,6.0,10.0,0.0,1.0,674.0
1,1,1,0,1,0,4.0,83.0,66.0,84.0,87.0,92.0,94.0,88.0,11.0,24.0,0.0,95.0,1.0,96.0,443.0,575.0,77.0,88.0,84.0,91.0,1.0,15.0,338.0,4.0,4.0,3.0,5.0,0.0,26.0,221.0,12.0,10.0,7.0,13.0,0.0,1.0,715.0
1,1,1,1,1,1,2.0,98.0,95.0,74.0,56.0,88.0,67.0,62.0,7.0,16.0,0.0,98.0,0.0,100.0,40.0,53.0,75.0,78.0,67.0,87.0,0.0,14.0,12.0,4.0,4.0,3.0,5.0,0.0,2.0,36.0,6.0,10.0,5.0,17.0,0.0,1.0,165.0
1,1,1,1,1,1,4.0,99.0,79.0,84.0,88.0,86.0,91.0,77.0,12.0,19.0,0.0,96.0,1.0,100.0,901.0,226.0,87.0,92.0,89.0,94.0,1.0,22.0,617.0,4.0,4.0,3.0,5.0,0.0,36.0,456.0,8.0,9.0,7.0,12.0,0.0,1.0,318.0
1,1,1,1,1,1,4.0,96.0,83.0,83.0,87.0,86.0,90.0,82.0,10.0,18.0,0.0,96.0,1.0,99.0,110.0,133.0,83.0,87.0,80.0,93.0,1.0,2.0,54.0,4.0,4.0,3.0,5.0,0.0,3.0,48.0,6.0,9.0,6.0,15.0,0.0,1.0,125.0
1,1,1,1,1,1,4.0,96.0,87.0,83.0,84.0,84.0,86.0,84.0,14.0,12.0,0.0,98.0,1.0,99.0,238.0,4.0,72.0,77.0,70.0,82.0,0.0,14.0,3.0,4.0,4.0,3.0,5.0,0.0,35.0,3.0,10.0,10.0,7.0,15.0,0.0,1.0,8.0
1,1,1,1,1,1,2.0,96.0,71.0,69.0,80.0,70.0,94.0,82.0,24.0,7.0,0.0,100.0,0.0,98.0,46.0,63.0,73.0,79.0,68.0,88.0,0.0,14.0,17.0,4.0,4.0,3.0,5.0,0.0,6.0,33.0,18.0,12.0,7.0,18.0,0.0,1.0,158.0
1,1,1,1,1,1,3.0,100.0,96.0,79.0,80.0,82.0,80.0,76.0,14.0,12.0,0.0,91.0,0.0,100.0,15.0,35.0,43.0,48.0,32.0,62.0,-1.0,14.0,2.0,4.0,4.0,3.0,5.0,0.0,35.0,18.0,10.0,10.0,7.0,15.0,0.0,1.0,135.0
1,1,1,1,1,1,3.0,100.0,66.0,76.0,87.0,80.0,88.0,69.0,14.0,12.0,0.0,94.0,1.0,99.0,12.0,28.0,43.0,51.0,35.0,69.0,-1.0,14.0,7.0,4.0,4.0,3.0,5.0,0.0,35.0,12.0,10.0,10.0,7.0,15.0,0.0,1.0,61.0
1,1,1,1,1,1,3.0,98.0,7.0,79.0,80.0,82.0,80.0,76.0,14.0,12.0,0.0,96.0,0.0,100.0,10.0,38.0,26.0,37.0,22.0,51.0,-1.0,14.0,5.0,4.0,4.0,3.0,5.0,0.0,7.0,30.0,23.0,12.0,8.0,17.0,0.0,1.0,341.0
1,1,1,1,1,1,2.0,94.0,86.0,71.0,76.0,79.0,87.0,76.0,11.0,8.0,0.0,93.0,0.0,100.0,295.0,416.0,71.0,78.0,74.0,82.0,0.0,5.0,142.0,4.0,4.0,3.0,5.0,0.0,18.0,257.0,7.0,7.0,5.0,10.0,0.0,1.0,525.0
1,1,1,1,1,1,2.0,100.0,98.0,63.0,66.0,72.0,100.0,53.0,18.0,4.0,0.0,100.0,0.0,99.0,117.0,125.0,94.0,94.0,89.0,97.0,1.0,14.0,10.0,4.0,4.0,3.0,5.0,0.0,1.0,51.0,2.0,8.0,5.0,15.0,0.0,1.0,159.0
1,1,1,1,1,1,4.0,95.0,14.0,95.0,85.0,96.0,99.0,75.0,8.0,8.0,0.0,100.0,0.0,100.0,42.0,69.0,61.0,60.0,49.0,69.0,-1.0,14.0,3.0,4.0,4.0,3.0,5.0,0.0,0.0,39.0,0.0,8.0,4.0,15.0,0.0,1.0,149.0
1,1,1,1,1,1,2.0,92.0,62.0,53.0,61.0,62.0,67.0,50.0,11.0,21.0,0.0,71.0,2.0,98.0,103.0,146.0,71.0,71.0,64.0,77.0,0.0,14.0,9.0,4.0,4.0,3.0,5.0,0.0,1.0,47.0,2.0,8.0,4.0,16.0,0.0,1.0,326.0
1,1,1,1,1,1,4.0,99.0,60.0,85.0,52.0,92.0,90.0,80.0,12.0,6.0,0.0,100.0,0.0,100.0,178.0,192.0,93.0,88.0,84.0,91.0,1.0,14.0,11.0,4.0,4.0,3.0,5.0,0.0,3.0,102.0,3.0,8.0,5.0,15.0,0.0,1.0,459.0
1,1,1,1,1,1,4.0,94.0,82.0,90.0,72.0,94.0,100.0,86.0,14.0,12.0,0.0,84.0,0.0,100.0,40.0,53.0,75.0,75.0,63.0,82.0,0.0,14.0,11.0,4.0,4.0,3.0,5.0,0.0,1.0,31.0,3.0,9.0,5.0,15.0,0.0,1.0,163.0
1,1,1,1,1,1,4.0,82.0,72.0,92.0,83.0,93.0,100.0,20.0,6.0,11.0,0.0,100.0,0.0,100.0,175.0,191.0,92.0,91.0,86.0,94.0,1.0,14.0,6.0,4.0,4.0,3.0,5.0,0.0,3.0,94.0,3.0,8.0,5.0,13.0,0.0,1.0,278.0
1,1,1,1,1,1,2.0,94.0,94.0,77.0,69.0,70.0,100.0,54.0,13.0,10.0,0.0,99.0,4.0,99.0,103.0,140.0,74.0,75.0,67.0,82.0,0.0,14.0,14.0,4.0,4.0,3.0,5.0,0.0,12.0,72.0,17.0,13.0,9.0,19.0,0.0,1.0,478.0
1,1,1,1,1,1,2.0,98.0,64.0,53.0,66.0,63.0,67.0,52.0,12.0,12.0,0.0,82.0,0.0,98.0,408.0,623.0,65.0,71.0,67.0,74.0,-1.0,11.0,282.0,4.0,4.0,3.0,5.0,0.0,56.0,422.0,13.0,13.0,10.0,15.0,-1.0,1.0,318.0
1,1,1,1,1,0,5.0,100.0,98.0,93.0,94.0,100.0,89.0,93.0,11.0,19.0,0.0,100.0,0.0,100.0,87.0,162.0,54.0,54.0,47.0,61.0,-1.0,14.0,16.0,4.0,4.0,3.0,5.0,0.0,1.0,73.0,1.0,7.0,4.0,12.0,0.0,1.0,628.0
1,1,1,1,1,1,3.0,90.0,4.0,79.0,80.0,82.0,80.0,76.0,14.0,12.0,0.0,90.0,0.0,100.0,14.0,33.0,42.0,52.0,36.0,68.0,-1.0,14.0,3.0,4.0,4.0,3.0,5.0,0.0,35.0,10.0,10.0,10.0,7.0,15.0,0.0,1.0,162.0
1,1,1,1,1,1,3.0,88.0,96.0,79.0,80.0,82.0,80.0,76.0,14.0,12.0,0.0,100.0,4.0,100.0,26.0,37.0,70.0,77.0,62.0,88.0,0.0,14.0,10.0,4.0,4.0,3.0,5.0,0.0,35.0,19.0,10.0,10.0,7.0,15.0,0.0,1.0,154.0
1,1,1,1,1,1,4.0,98.0,81.0,83.0,85.0,86.0,81.0,72.0,11.0,11.0,0.0,90.0,1.0,100.0,493.0,772.0,64.0,66.0,63.0,69.0,-1.0,8.0,197.0,4.0,4.0,3.0,5.0,0.0,36.0,474.0,8.0,9.0,7.0,11.0,0.0,1.0,318.0
1,1,1,1,1,1,3.0,100.0,71.0,79.0,80.0,82.0,80.0,76.0,14.0,12.0,0.0,100.0,4.0,100.0,238.0,11.0,72.0,77.0,70.0,82.0,0.0,14.0,5.0,4.0,4.0,3.0,5.0,0.0,35.0,9.0,10.0,10.0,7.0,15.0,0.0,1.0,232.0
1,1,1,1,1,1,3.0,97.0,87.0,79.0,80.0,82.0,80.0,76.0,14.0,12.0,0.0,92.0,3.0,100.0,238.0,14.0,72.0,77.0,70.0,82.0,0.0,14.0,6.0,4.0,4.0,3.0,5.0,0.0,35.0,16.0,10.0,10.0,7.0,15.0,0.0,1.0,263.0
1,1,1,1,1,1,2.0,100.0,94.0,59.0,66.0,48.0,94.0,60.0,14.0,12.0,0.0,100.0,2.0,100.0,31.0,40.0,78.0,78.0,63.0,87.0,0.0,14.0,4.0,4.0,4.0,3.0,5.0,0.0,0.0,29.0,0.0,8.0,4.0,15.0,0.0,1.0,106.0
1,1,1,1,1,1,3.0,94.0,71.0,79.0,80.0,82.0,80.0,76.0,14.0,12.0,0.0,92.0,1.0,98.0,87.0,126.0,69.0,69.0,60.0,75.0,-1.0,14.0,6.0,4.0,4.0,3.0,5.0,0.0,35.0,4.0,10.0,10.0,7.0,15.0,0.0,1.0,566.0
1,1,1,1,1,1,4.0,100.0,80.0,81.0,95.0,86.0,100.0,76.0,13.0,10.0,0.0,98.0,0.0,100.0,117.0,126.0,93.0,91.0,85.0,95.0,1.0,14.0,14.0,4.0,4.0,3.0,5.0,0.0,3.0,81.0,4.0,8.0,5.0,15.0,0.0,1.0,287.0
1,1,1,1,1,1,3.0,100.0,78.0,73.0,62.0,78.0,80.0,80.0,15.0,12.0,0.0,98.0,0.0,100.0,68.0,84.0,81.0,84.0,74.0,90.0,0.0,14.0,15.0,4.0,4.0,3.0,5.0,0.0,4.0,46.0,9.0,10.0,6.0,15.0,0.0,1.0,234.0
1,1,1,1,1,1,3.0,94.0,71.0,79.0,80.0,82.0,80.0,76.0,14.0,12.0,0.0,92.0,1.0,98.0,238.0,5.0,72.0,77.0,70.0,82.0,0.0,14.0,1.0,4.0,4.0,3.0,5.0,0.0,35.0,3.0,10.0,10.0,7.0,15.0,0.0,1.0,26.0
1,1,1,1,1,1,3.0,94.0,71.0,79.0,80.0,82.0,80.0,76.0,9.0,4.0,0.0,92.0,1.0,98.0,48.0,57.0,84.0,92.0,81.0,101.0,1.0,14.0,13.0,4.0,4.0,3.0,5.0,0.0,3.0,35.0,9.0,9.0,5.0,15.0,0.0,1.0,158.0
1,1,1,1,1,1,3.0,98.0,77.0,79.0,88.0,63.0,84.0,56.0,14.0,7.0,0.0,98.0,0.0,100.0,53.0,68.0,78.0,80.0,70.0,88.0,0.0,14.0,12.0,4.0,4.0,3.0,5.0,0.0,7.0,42.0,17.0,14.0,8.0,22.0,0.0,1.0,164.0
1,1,1,1,1,1,2.0,95.0,98.0,66.0,76.0,28.0,89.0,33.0,14.0,12.0,0.0,98.0,0.0,100.0,57.0,85.0,67.0,70.0,60.0,78.0,0.0,14.0,2.0,4.0,4.0,3.0,5.0,0.0,2.0,56.0,4.0,9.0,5.0,14.0,0.0,1.0,209.0
1,1,1,1,1,1,3.0,94.0,71.0,79.0,80.0,82.0,80.0,76.0,14.0,12.0,0.0,92.0,1.0,98.0,19.0,30.0,63.0,73.0,54.0,88.0,0.0,14.0,16.0,4.0,4.0,3.0,5.0,0.0,35.0,3.0,10.0,10.0,7.0,15.0,0.0,1.0,36.0
1,1,1,1,1,1,4.0,99.0,86.0,89.0,88.0,94.0,97.0,90.0,11.0,11.0,0.0,99.0,0.0,100.0,238.0,226.0,81.0,88.0,85.0,90.0,1.0,25.0,668.0,4.0,4.0,3.0,5.0,0.0,53.0,694.0,8.0,8.0,6.0,10.0,1.0,1.0,318.0
1,1,1,1,1,1,3.0,96.0,71.0,79.0,80.0,82.0,80.0,76.0,14.0,12.0,0.0,70.0,0.0,100.0,19.0,33.0,58.0,62.0,46.0,75.0,-1.0,14.0,2.0,4.0,4.0,3.0,5.0,0.0,35.0,17.0,10.0,10.0,7.0,15.0,0.0,1.0,102.0
1,1,1,1,1,1,2.0,97.0,98.0,60.0,83.0,62.0,86.0,67.0,19.0,11.0,0.0,98.0,0.0,97.0,39.0,64.0,61.0,67.0,53.0,76.0,-1.0,14.0,11.0,4.0,4.0,3.0,5.0,0.0,5.0,37.0,14.0,11.0,6.0,17.0,0.0,1.0,205.0
1,1,1,1,1,1,2.0,100.0,73.0,61.0,55.0,60.0,82.0,66.0,24.0,0.0,0.0,83.0,0.0,96.0,33.0,68.0,49.0,52.0,41.0,64.0,-1.0,14.0,11.0,4.0,4.0,3.0,5.0,0.0,5.0,36.0,14.0,11.0,6.0,18.0,0.0,1.0,266.0
1,1,1,1,1,1,2.0,89.0,100.0,70.0,84.0,77.0,65.0,77.0,25.0,6.0,0.0,99.0,0.0,99.0,26.0,41.0,63.0,67.0,52.0,79.0,0.0,14.0,6.0,4.0,4.0,3.0,5.0,0.0,2.0,34.0,6.0,9.0,5.0,15.0,0.0,1.0,380.0
1,1,1,1,1,1,2.0,97.0,75.0,60.0,46.0,93.0,68.0,58.0,9.0,8.0,0.0,98.0,2.0,100.0,170.0,202.0,84.0,79.0,74.0,84.0,0.0,14.0,4.0,4.0,4.0,3.0,5.0,0.0,1.0,97.0,1.0,7.0,4.0,13.0,0.0,1.0,473.0
1,1,1,1,1,1,3.0,94.0,71.0,79.0,80.0,82.0,80.0,76.0,14.0,12.0,0.0,92.0,1.0,98.0,238.0,4.0,72.0,77.0,70.0,82.0,0.0,14.0,1.0,4.0,4.0,3.0,5.0,0.0,35.0,4.0,10.0,10.0,7.0,15.0,0.0,1.0,37.0
1,1,1,1,1,1,3.0,94.0,71.0,79.0,80.0,82.0,80.0,76.0,14.0,12.0,0.0,92.0,1.0,98.0,24.0,31.0,77.0,80.0,63.0,90.0,0.0,14.0,4.0,4.0,4.0,3.0,5.0,0.0,35.0,5.0,10.0,10.0,7.0,15.0,0.0,1.0,93.0
1,1,1,0,1,1,3.0,94.0,71.0,79.0,80.0,82.0,80.0,76.0,14.0,12.0,0.0,70.0,1.0,100.0,15.0,31.0,48.0,56.0,42.0,72.0,-1.0,14.0,11.0,4.0,4.0,3.0,5.0,0.0,35.0,17.0,10.0,10.0,7.0,15.0,0.0,1.0,121.0
1,1,1,1,1,1,3.0,100.0,71.0,79.0,80.0,82.0,80.0,76.0,14.0,12.0,0.0,97.0,0.0,100.0,30.0,39.0,77.0,81.0,67.0,90.0,0.0,14.0,10.0,4.0,4.0,3.0,5.0,0.0,0.0,20.0,0.0,9.0,5.0,15.0,0.0,1.0,80.0
1,1,1,1,1,1,2.0,98.0,77.0,76.0,66.0,67.0,79.0,48.0,13.0,10.0,0.0,94.0,0.0,100.0,86.0,125.0,69.0,70.0,62.0,78.0,0.0,14.0,9.0,4.0,4.0,3.0,5.0,0.0,6.0,80.0,8.0,10.0,6.0,17.0,0.0,1.0,593.0
1,1,1,1,1,1,2.0,94.0,92.0,65.0,54.0,55.0,50.0,42.0,14.0,12.0,0.0,94.0,4.0,100.0,41.0,88.0,47.0,50.0,39.0,59.0,-1.0,14.0,7.0,4.0,4.0,3.0,5.0,0.0,1.0,42.0,2.0,8.0,4.0,13.0,0.0,1.0,293.0
1,1,1,1,1,1,3.0,94.0,71.0,79.0,80.0,82.0,80.0,76.0,14.0,12.0,0.0,92.0,1.0,98.0,17.0,24.0,71.0,73.0,57.0,85.0,0.0,14.0,3.0,4.0,4.0,3.0,5.0,0.0,35.0,1.0,10.0,10.0,7.0,15.0,0.0,1.0,72.0
1,1,1,1,1,1,3.0,99.0,69.0,84.0,82.0,80.0,76.0,72.0,14.0,12.0,0.0,99.0,1.0,96.0,23.0,35.0,66.0,71.0,56.0,84.0,0.0,14.0,18.0,4.0,4.0,3.0,5.0,0.0,35.0,13.0,10.0,10.0,7.0,15.0,0.0,1.0,59.0
1,1,1,1,1,1,1.0,93.0,98.0,43.0,34.0,48.0,24.0,41.0,14.0,12.0,0.0,100.0,3.0,100.0,33.0,65.0,51.0,57.0,45.0,70.0,-1.0,14.0,15.0,4.0,4.0,3.0,5.0,0.0,6.0,36.0,17.0,12.0,7.0,19.0,0.0,1.0,495.0
1,1,1,0,1,1,4.0,98.0,82.0,85.0,79.0,92.0,82.0,92.0,7.0,3.0,0.0,97.0,0.0,100.0,168.0,173.0,97.0,92.0,89.0,94.0,1.0,14.0,11.0,4.0,4.0,3.0,5.0,0.0,0.0,98.0,0.0,6.0,4.0,12.0,0.0,1.0,471.0
1,1,1,1,1,1,3.0,100.0,99.0,71.0,64.0,69.0,82.0,89.0,11.0,9.0,0.0,100.0,0.0,98.0,251.0,308.0,81.0,80.0,75.0,83.0,0.0,14.0,13.0,4.0,4.0,3.0,5.0,0.0,4.0,197.0,2.0,6.0,4.0,10.0,1.0,1.0,318.0
1,1,1,1,1,1,1.0,80.0,54.0,39.0,26.0,44.0,54.0,28.0,17.0,18.0,0.0,86.0,0.0,100.0,29.0,54.0,54.0,56.0,44.0,68.0,-1.0,14.0,3.0,4.0,4.0,3.0,5.0,0.0,3.0,25.0,12.0,12.0,6.0,22.0,0.0,1.0,246.0
1,1,1,1,1,1,2.0,100.0,74.0,67.0,78.0,76.0,80.0,73.0,18.0,15.0,0.0,96.0,1.0,100.0,49.0,64.0,77.0,81.0,69.0,90.0,0.0,14.0,13.0,4.0,4.0,3.0,5.0,0.0,2.0,33.0,6.0,9.0,5.0,15.0,0.0,1.0,134.0
1,1,1,1,1,1,4.0,94.0,96.0,88.0,87.0,87.0,100.0,80.0,14.0,12.0,0.0,96.0,0.0,100.0,16.0,26.0,62.0,70.0,52.0,86.0,0.0,14.0,9.0,4.0,4.0,3.0,5.0,0.0,35.0,11.0,10.0,10.0,7.0,15.0,0.0,1.0,216.0
